year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,Version
1995,411,EQG,"9,815","329,730",0,0,0,"339,545",0,0,0,0,0,0,0,0,0,0,0,"11,653","11,653",0,0,0,0,0,188,0,0,"1,862",0,0,0,0,"9,166","11,370","5,216","373,784","379,000",0.0259,0.87,0,0,0,0.8959,0,0,0,0,0,0,0,0,0,0,0,0.0307,0.0307,0,0,0,0,0,0.0005,0,0,0.0049,0,0,0,0,0.0242,0.03,0.0138,0.9862,1,0,134,9,28,Low,2,1.1
2000,411,EQG,"4,530","390,000",0,0,0,"394,530",0,0,0,0,0,"18,700",0,0,0,0,0,0,"18,700",0,0,0,0,0,227,0,0,"2,324",0,0,0,0,"22,650","14,500",69,"452,931","453,000",0.01,0.8609,0,0,0,0.8709,0,0,0,0,0,0.0413,0,0,0,0,0,0,0.0413,0,0,0,0,0,0.0005,0,0,0.0051,0,0,0,0,0.05,0.032,0.0002,0.9998,1,0,24,5,20,Medium,83,1.1
2005,411,EQG,"27,405","499,380",0,0,0,"526,785",0,0,0,0,0,"24,665",0,0,0,0,0,0,"24,665",0,0,0,0,0,305,0,0,"3,124",0,0,0,0,"30,450","18,000","5,671","603,329","609,000",0.045,0.82,0,0,0,0.865,0,0,0,0,0,0.0405,0,0,0,0,0,0,0.0405,0,0,0,0,0,0.0005,0,0,0.0051,0,0,0,0,0.05,0.0296,0.0093,0.9907,1,0,24,5,20,Medium,83,1.1
2010,411,EQG,"34,914","588,000",0,0,0,"622,914",0,0,0,0,0,"27,500",0,0,0,0,0,0,"27,500",0,0,0,0,0,349,0,0,"3,575",0,0,0,0,"12,011","24,000","7,946","690,349","698,295",0.05,0.8421,0,0,0,0.892,0,0,0,0,0,0.0394,0,0,0,0,0,0,0.0394,0,0,0,0,0,0.0005,0,0,0.0051,0,0,0,0,0.0172,0.0344,0.0114,0.9886,1,0,24,5,20,Medium,83,1.1
1965,420,GAM,"1,150","8,080",62,"1,837","1,868","12,997",0,0,0,0,0,0,0,0,0,0,0,"330,000","330,000",0,0,0,0,0,101,0,0,"4,000",0,0,0,0,"55,000","1,777",125,"403,875","404,000",0.0028,0.02,0.0002,0.0045,0.0046,0.0322,0,0,0,0,0,0,0,0,0,0,0,0.8168,0.8168,0,0,0,0,0,0.0003,0,0,0.0099,0,0,0,0,0.1361,0.0044,0.0003,0.9997,1,0,234,9,28,Low,2,1.1
1970,420,GAM,"1,589","9,369",101,"2,014","1,503","14,576",0,0,0,0,0,0,0,0,0,0,0,"385,214","385,214",0,0,0,0,0,101,0,0,"4,126",0,0,0,0,"55,963","2,011",9,"461,991","462,000",0.0034,0.0203,0.0002,0.0044,0.0033,0.0315,0,0,0,0,0,0,0,0,0,0,0,0.8338,0.8338,0,0,0,0,0,0.0002,0,0,0.0089,0,0,0,0,0.1211,0.0044,0,1,1,0,24,4,8,Medium,7,1.1
1975,420,GAM,"2,194","11,444",163,"2,207","2,339","18,347",0,0,0,0,0,0,0,0,0,0,0,"438,160","438,160",0,0,0,0,0,100,0,0,"4,613",0,0,0,0,"58,931","2,752","1,097","522,903","524,000",0.0042,0.0218,0.0003,0.0042,0.0045,0.035,0,0,0,0,0,0,0,0,0,0,0,0.8362,0.8362,0,0,0,0,0,0.0002,0,0,0.0088,0,0,0,0,0.1125,0.0053,0.0021,0.9979,1,0,34,99,35,Low,99,1.1
1980,420,GAM,"2,800","13,500",226,"2,400","3,174","22,100",0,0,0,0,0,0,0,0,0,0,400,"506,450","506,850",0,0,0,0,0,100,0,0,"5,100",0,0,0,0,"61,900","3,423","1,527","599,473","601,000",0.0047,0.0225,0.0004,0.004,0.0053,0.0368,0,0,0,0,0,0,0,0,0,0,0.0007,0.8427,0.8433,0,0,0,0,0,0.0002,0,0,0.0085,0,0,0,0,0.103,0.0057,0.0025,0.9975,1,0,134,4,10,Medium,7,1.1
1985,420,GAM,"2,750","17,950",288,"2,500","7,750","31,238",0,0,0,0,0,0,0,0,0,0,0,"667,500","667,500",0,0,0,0,0,120,0,0,"5,450",0,0,0,0,"38,750","4,259","27,683","747,317","775,000",0.0035,0.0232,0.0004,0.0032,0.01,0.0403,0,0,0,0,0,0,0,0,0,0,0,0.8613,0.8613,0,0,0,0,0,0.0002,0,0,0.007,0,0,0,0,0.05,0.0055,0.0357,0.9643,1,0,134,5,20,Medium,1,1.1
1990,420,GAM,"2,700","22,400",350,"2,600","9,210","37,260",0,0,0,0,0,0,0,0,0,0,0,"790,760","790,760",0,0,0,0,0,140,0,0,"5,800",0,0,0,0,"81,500","5,300",240,"920,760","921,000",0.0029,0.0243,0.0004,0.0028,0.01,0.0405,0,0,0,0,0,0,0,0,0,0,0,0.8586,0.8586,0,0,0,0,0,0.0002,0,0,0.0063,0,0,0,0,0.0885,0.0058,0.0003,0.9997,1,0,24,4,7,Medium,7,1.1
1995,420,GAM,"4,279","26,272",436,"2,709","11,110","44,806",0,0,0,0,0,0,0,0,0,0,0,"990,900","990,900",0,0,0,0,0,175,0,0,"8,257",0,0,0,0,"55,550","6,594","4,718","1,106,282","1,111,000",0.0039,0.0236,0.0004,0.0024,0.01,0.0403,0,0,0,0,0,0,0,0,0,0,0,0.8919,0.8919,0,0,0,0,0,0.0002,0,0,0.0074,0,0,0,0,0.05,0.0059,0.0042,0.9958,1,0,134,5,20,Medium,1,1.1
2000,420,GAM,"6,583","29,350",587,"3,167",0,"39,687",0,0,0,0,0,"1,161,450","13,050",0,0,0,0,0,"1,174,500",0,0,0,0,0,211,0,0,"9,200",0,0,0,0,"66,200","7,888","7,314","1,297,686","1,305,000",0.005,0.0225,0.0004,0.0024,0,0.0304,0,0,0,0,0,0.89,0.01,0,0,0,0,0,0.9,0,0,0,0,0,0.0002,0,0,0.007,0,0,0,0,0.0507,0.006,0.0056,0.9944,1,0,24,5,20,Medium,83,1.1
2005,420,GAM,"7,576","33,776",676,"3,645",0,"45,673",0,0,0,0,0,"1,285,000","14,360",0,0,0,0,0,"1,299,360",0,0,0,0,0,236,0,0,"9,500",0,0,0,0,"70,200","8,711","2,320","1,433,680","1,436,000",0.0053,0.0235,0.0005,0.0025,0,0.0318,0,0,0,0,0,0.8948,0.01,0,0,0,0,0,0.9048,0,0,0,0,0,0.0002,0,0,0.0066,0,0,0,0,0.0489,0.0061,0.0016,0.9984,1,0,24,4,7,High,204,1.1
2010,420,GAM,"12,500","56,240",980,"5,200",0,"74,920",0,0,0,0,0,"1,531,158","17,204",0,0,0,0,0,"1,548,362",0,0,0,0,0,279,0,0,"9,200",0,0,0,0,"75,000","8,900","3,742","1,716,661","1,720,403",0.0073,0.0327,0.0006,0.003,0,0.0435,0,0,0,0,0,0.89,0.01,0,0,0,0,0,0.9,0,0,0,0,0,0.0002,0,0,0.0053,0,0,0,0,0.0436,0.0052,0.0022,0.9978,1,0,24,5,20,Medium,1,1.1
1960,432,MLI,"10,529","37,805",0,0,"2,804","51,138",0,0,0,0,0,0,0,0,0,0,0,"3,310,500","3,310,500",0,0,0,0,0,0,0,0,236,0,0,0,0,"923,000","2,903","87,223","4,287,777","4,375,000",0.0024,0.0086,0,0,0.0006,0.0117,0,0,0,0,0,0,0,0,0,0,0,0.7567,0.7567,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.211,0.0007,0.0199,0.9801,1,0,234,9,28,Low,2,1.1
1965,432,MLI,"13,887","45,760",0,0,"3,352","62,999",0,0,0,0,0,0,0,0,0,0,0,"3,703,200","3,703,200",0,0,0,0,0,0,0,0,307,0,0,0,0,"883,860","3,492",142,"4,653,858","4,654,000",0.003,0.0098,0,0,0.0007,0.0135,0,0,0,0,0,0,0,0,0,0,0,0.7957,0.7957,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.1899,0.0008,0,1,1,0,1234,9,28,Low,2,1.1
1970,432,MLI,"18,317","55,388",0,0,"3,906","77,611",0,0,0,0,0,0,0,0,0,0,0,"4,400,377","4,400,377",0,0,0,0,0,0,0,0,400,0,0,0,0,"999,735","4,201","1,676","5,482,324","5,484,000",0.0033,0.0101,0,0,0.0007,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.8024,0.8024,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.1823,0.0008,0.0003,0.9997,1,0,24,4,8,Medium,7,1.1
1975,432,MLI,"24,158","72,624",0,0,0,"96,782",0,0,0,0,0,0,0,0,0,0,0,"5,000,000","5,000,000",0,0,0,0,0,0,0,0,520,0,0,0,0,"495,000","4,700","16,998","5,597,002","5,614,000",0.0043,0.0129,0,0,0,0.0172,0,0,0,0,0,0,0,0,0,0,0,0.8906,0.8906,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0882,0.0008,0.003,0.997,1,0,134,9,28,Low,2,1.1
1980,432,MLI,"30,000","90,000",0,0,"61,800","181,800",0,0,0,0,0,0,0,0,0,0,0,"6,312,550","6,312,550",0,0,0,0,0,0,0,0,640,0,0,0,0,"593,100","6,080",830,"7,094,170","7,095,000",0.0042,0.0127,0,0,0.0087,0.0256,0,0,0,0,0,0,0,0,0,0,0,0.8897,0.8897,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0836,0.0009,0.0001,0.9999,1,0,134,4,10,Medium,7,1.1
1985,432,MLI,"44,500","93,350",0,0,"31,050","168,900",0,0,0,0,0,0,0,0,0,0,0,"6,630,740","6,630,740",0,0,0,0,0,0,0,0,770,0,0,0,0,"680,940","7,314","77,336","7,488,664","7,566,000",0.0059,0.0123,0,0,0.0041,0.0223,0,0,0,0,0,0,0,0,0,0,0,0.8764,0.8764,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.09,0.001,0.0102,0.9898,1,0,134,5,20,Medium,1,1.1
1990,432,MLI,"59,000","96,700",0,0,300,"156,000",0,0,0,0,0,0,0,0,0,0,0,"7,163,200","7,163,200",0,0,0,0,0,0,0,0,900,0,0,0,0,"826,245","8,800",855,"8,155,145","8,156,000",0.0072,0.0119,0,0,0,0.0191,0,0,0,0,0,0,0,0,0,0,0,0.8783,0.8783,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.1013,0.0011,0.0001,0.9999,1,0,24,4,7,Medium,7,1.1
1995,432,MLI,"64,775","152,826",0,0,"5,338","222,939",0,0,0,0,0,0,0,0,0,0,0,"9,557,550","9,557,550",0,0,0,0,0,0,0,0,904,0,0,0,0,"971,550","10,586","31,471","10,763,529","10,795,000",0.006,0.0142,0,0,0.0005,0.0207,0,0,0,0,0,0,0,0,0,0,0,0.8854,0.8854,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.09,0.001,0.0029,0.9971,1,0,134,5,20,Medium,1,1.1
2000,432,MLI,"88,400","280,500",0,0,0,"368,900",0,0,0,0,0,"9,975,000","105,350",0,0,0,0,0,"10,080,350",0,0,0,0,0,0,0,0,909,0,0,0,0,"770,000","12,373","1,468","11,232,532","11,234,000",0.0079,0.025,0,0,0,0.0328,0,0,0,0,0,0.8879,0.0094,0,0,0,0,0,0.8973,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0685,0.0011,0.0001,0.9999,1,0,24,5,20,Medium,83,1.1
2005,432,MLI,"74,146","251,065",0,0,0,"325,211",0,0,0,0,0,"10,550,000","57,200",0,0,0,0,0,"10,607,200",0,0,0,0,0,0,0,0,869,0,0,0,0,"750,000","11,500","37,220","11,694,780","11,732,000",0.0063,0.0214,0,0,0,0.0277,0,0,0,0,0,0.8992,0.0049,0,0,0,0,0,0.9041,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0639,0.001,0.0032,0.9968,1,0,24,5,20,Medium,350,1.1
2010,432,MLI,"92,809","314,259",0,0,0,"407,068",0,0,0,0,0,"12,619,133","135,689",0,0,0,0,0,"12,754,822",0,0,0,0,0,0,0,0,750,0,0,0,0,"379,930","25,200","1,191","13,567,770","13,568,961",0.0068,0.0232,0,0,0,0.03,0,0,0,0,0,0.93,0.01,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.028,0.0019,0.0001,0.9999,1,0,24,4,7,High,1,1.1
1960,433,SEN,"2,472","143,265",0,62,"2,363","148,162",0,0,0,0,0,"1,225,792",0,0,0,0,0,"1,386,147","2,611,939",0,0,248,248,0,0,0,0,"1,469",0,0,0,3,"651,380","79,760","85,039","3,492,961","3,578,000",0.0007,0.04,0,0,0.0007,0.0414,0,0,0,0,0,0.3426,0,0,0,0,0,0.3874,0.73,0,0,0.0001,0.0001,0,0,0,0,0.0004,0,0,0,0,0.1821,0.0223,0.0238,0.9762,1,0,134,9,28,Low,2,1.1
1965,433,SEN,"3,294","167,752",0,81,"13,271","184,398",0,0,0,0,0,"1,818,156",0,0,0,0,0,"1,121,093","2,939,249",0,0,303,303,0,0,0,0,"2,073",0,0,0,5,"705,420","70,367","17,185","3,901,815","3,919,000",0.0008,0.0428,0,0,0.0034,0.0471,0,0,0,0,0,0.4639,0,0,0,0,0,0.2861,0.75,0,0,0.0001,0.0001,0,0,0,0,0.0005,0,0,0,0,0.18,0.018,0.0044,0.9956,1,0,134,9,28,Low,2,1.1
1970,433,SEN,"4,390","196,426",0,107,"28,577","229,500",0,0,0,0,0,"2,696,780",0,0,0,0,0,"950,000","3,646,780",0,0,371,371,0,0,0,0,"2,576",0,0,0,8,"356,316","60,973","99,476","4,296,524","4,396,000",0.001,0.0447,0,0,0.0065,0.0522,0,0,0,0,0,0.6135,0,0,0,0,0,0.2161,0.8296,0,0,0.0001,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0811,0.0139,0.0226,0.9774,1,0,134,4,10,Medium,7,1.1
1975,433,SEN,"5,120","213,213",0,123,"39,108","257,564",0,0,0,0,0,"3,348,390",0,0,0,0,0,"929,249","4,277,639",0,0,453,453,0,0,0,0,"2,888",0,0,0,15,"370,857","51,580","13,004","4,960,996","4,974,000",0.001,0.0429,0,0,0.0079,0.0518,0,0,0,0,0,0.6732,0,0,0,0,0,0.1868,0.86,0,0,0.0001,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0746,0.0104,0.0026,0.9974,1,0,34,99,35,Low,99,1.1
1980,433,SEN,"5,850","230,000",0,140,"49,640","285,630",0,0,0,0,0,"4,000,000",0,0,0,0,0,"952,910","4,952,910",0,0,555,555,0,0,0,0,"3,200",0,0,0,25,"385,398","42,187","23,095","5,669,905","5,693,000",0.001,0.0404,0,0,0.0087,0.0502,0,0,0,0,0,0.7026,0,0,0,0,0,0.1674,0.87,0,0,0.0001,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0677,0.0074,0.0041,0.9959,1,0,24,4,8,Medium,7,1.1
1985,433,SEN,"6,675","281,500",0,145,"31,680","320,000",0,0,0,0,0,"5,903,000",0,0,0,0,0,"215,120","6,118,120",0,0,678,678,0,0,0,0,"8,100",0,0,0,43,"414,480","32,793","13,786","6,894,214","6,908,000",0.001,0.0407,0,0,0.0046,0.0463,0,0,0,0,0,0.8545,0,0,0,0,0,0.0311,0.8857,0,0,0.0001,0.0001,0,0,0,0,0.0012,0,0,0,0,0.06,0.0047,0.002,0.998,1,0,134,5,20,Medium,1,1.1
1990,433,SEN,"7,500","333,000",0,150,"59,350","400,000",0,0,0,0,0,"6,000,000",0,0,0,0,0,"407,000","6,407,000",0,0,830,830,0,0,0,0,"12,000",0,0,0,73,"450,000","23,400","4,697","7,293,303","7,298,000",0.001,0.0456,0,0,0.0081,0.0548,0,0,0,0,0,0.8221,0,0,0,0,0,0.0558,0.8779,0,0,0.0001,0.0001,0,0,0,0,0.0016,0,0,0,0,0.0617,0.0032,0.0006,0.9994,1,0,13,4,10,Medium,7,1.1
1995,433,SEN,"8,073","402,317",0,164,"1,444","411,998",0,0,0,0,0,"6,067,756",0,0,0,0,0,"1,261,073","7,328,829",0,0,"1,015","1,015",0,0,0,0,"15,602",0,0,0,124,"490,820","20,441","78,171","8,268,829","8,347,000",0.001,0.0482,0,0,0.0002,0.0494,0,0,0,0,0,0.7269,0,0,0,0,0,0.1511,0.878,0,0,0.0001,0.0001,0,0,0,0,0.0019,0,0,0,0,0.0588,0.0024,0.0094,0.9906,1,0,134,5,20,Medium,1,1.1
2000,433,SEN,"7,431","370,327",0,0,0,"377,758",0,0,0,0,0,"8,757,330","94,810",0,0,0,0,0,"8,852,140",0,0,"1,242","1,242",0,0,0,0,"16,100",0,0,0,212,"175,000","15,200","43,348","9,437,652","9,481,000",0.0008,0.0391,0,0,0,0.0398,0,0,0,0,0,0.9237,0.01,0,0,0,0,0,0.9337,0,0,0.0001,0.0001,0,0,0,0,0.0017,0,0,0,0,0.0185,0.0016,0.0046,0.9954,1,0,24,5,10,Medium,83,1.1
2005,433,SEN,"8,536","425,383",0,0,0,"433,919",0,0,0,0,0,"10,050,640","108,480",0,0,0,0,0,"10,159,120",0,0,"1,300","1,300",0,0,0,0,"15,200",0,0,0,360,"216,960","16,700","4,441","10,843,559","10,848,000",0.0008,0.0392,0,0,0,0.04,0,0,0,0,0,0.9265,0.01,0,0,0,0,0,0.9365,0,0,0.0001,0.0001,0,0,0,0,0.0014,0,0,0,0,0.02,0.0015,0.0004,0.9996,1,0,24,5,10,Medium,83,1.1
2010,433,SEN,"21,278","400,067",0,0,0,"421,345",0,0,0,0,0,"11,221,712","124,357",0,0,0,0,0,"11,346,069",0,0,"1,631","1,631",0,0,0,0,"23,201",0,0,0,387,"241,681","20,144","29,640","12,054,458","12,084,098",0.0018,0.0331,0,0,0,0.0349,0,0,0,0,0,0.9286,0.0103,0,0,0,0,0,0.9389,0,0,0.0001,0.0001,0,0,0,0,0.0019,0,0,0,0,0.02,0.0017,0.0025,0.9975,1,0,24,5,10,Medium,350,1.1
1960,434,BEN,"53,000","252,000",0,0,"33,401","338,401",0,0,0,0,0,0,0,0,0,0,0,"279,000","279,000",0,0,0,0,0,0,0,0,"1,814",0,0,0,0,"1,615,380",113,"2,292","2,234,708","2,237,000",0.0237,0.1127,0,0,0.0149,0.1513,0,0,0,0,0,0,0,0,0,0,0,0.1247,0.1247,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0.7221,0.0001,0.001,0.999,1,0,134,10,28,Low,12,1.1
1965,434,BEN,"30,000","240,000",0,0,"46,746","316,746",0,0,0,0,0,0,0,0,0,0,0,"270,000","270,000",0,0,0,0,0,0,0,0,"2,422",0,0,0,0,"1,567,519",255,"5,058","2,156,942","2,162,000",0.0139,0.111,0,0,0.0216,0.1465,0,0,0,0,0,0,0,0,0,0,0,0.1249,0.1249,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0.725,0.0001,0.0023,0.9977,1,0,34,9,28,Low,2,1.1
1970,434,BEN,"50,011","375,573",0,0,"65,423","491,007",0,0,0,0,0,0,0,0,0,0,0,"380,520","380,520",0,0,0,0,0,0,0,0,"3,234",0,0,0,0,"1,841,564",573,"1,102","2,716,898","2,718,000",0.0184,0.1382,0,0,0.0241,0.1807,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0.6775,0.0002,0.0004,0.9996,1,0,24,4,7,Medium,7,1.1
1975,434,BEN,"66,855","495,236",0,0,"91,561","653,652",0,0,0,0,0,0,0,0,0,0,0,"368,860","368,860",0,0,0,0,0,0,0,0,"4,317",0,0,0,0,"2,075,040","1,286","8,845","3,103,155","3,112,000",0.0215,0.1591,0,0,0.0294,0.21,0,0,0,0,0,0,0,0,0,0,0,0.1185,0.1185,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0.6668,0.0004,0.0028,0.9972,1,0,34,99,35,Low,99,1.1
1980,434,BEN,"83,700","614,900",0,0,"117,700","816,300",0,0,0,0,0,0,0,0,0,0,400,"356,800","357,200",0,0,0,0,0,0,0,0,"5,400",0,0,0,0,"2,204,920","2,000","76,180","3,385,820","3,462,000",0.0242,0.1776,0,0,0.034,0.2358,0,0,0,0,0,0,0,0,0,0,0.0001,0.1031,0.1032,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0.6369,0.0006,0.022,0.978,1,0,24,4,8,Medium,7,1.1
1985,434,BEN,"160,325","690,030",0,0,"164,395","1,014,750",0,0,0,0,0,0,0,0,0,0,0,"487,080","487,080",0,0,0,0,0,0,0,0,"6,700",0,0,0,0,"2,546,170","4,200",100,"4,058,900","4,059,000",0.0395,0.17,0,0,0.0405,0.25,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0.6273,0.001,0,1,1,0,134,9,28,Low,2,1.1
1990,434,BEN,"236,950","930,000",0,0,"139,970","1,306,920",0,0,0,0,0,0,0,0,0,0,0,"870,000","870,000",0,0,0,0,0,0,0,0,"8,000",0,0,0,0,"2,522,300","7,200","24,580","4,714,420","4,739,000",0.05,0.1962,0,0,0.0295,0.2758,0,0,0,0,0,0,0,0,0,0,0,0.1836,0.1836,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0.5322,0.0015,0.0052,0.9948,1,0,24,4,8,Medium,7,1.1
1995,434,BEN,"358,840","1,271,170",0,0,"207,265","1,837,275",0,0,0,0,0,0,0,0,0,0,0,"1,190,640","1,190,640",0,0,0,0,0,0,0,0,"7,902",0,0,0,0,"2,308,085","11,108","56,990","5,355,010","5,412,000",0.0663,0.2349,0,0,0.0383,0.3395,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0.4265,0.0021,0.0105,0.9895,1,0,134,5,20,Medium,1,1.1
2000,434,BEN,"328,176","1,670,084",0,0,"636,833","2,635,093",0,0,0,0,0,"1,475,691","30,116",0,0,0,0,0,"1,505,807",0,0,0,0,0,0,0,0,"7,804",0,0,0,0,"1,750,000","125,000","73,296","6,023,704","6,097,000",0.0538,0.2739,0,0,0.1045,0.4322,0,0,0,0,0,0.242,0.0049,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0.287,0.0205,0.012,0.988,1,0,24,4,7,High,206,1.1
2005,434,BEN,"581,000","1,985,000",0,0,"595,071","3,161,071",0,0,0,0,0,"1,624,048","68,185",0,0,0,0,0,"1,692,233",0,0,0,0,0,"6,198",0,0,"10,057",0,0,0,0,"2,230,000","283,500","11,941","7,383,059","7,395,000",0.0786,0.2684,0,0,0.0805,0.4275,0,0,0,0,0,0.2196,0.0092,0,0,0,0,0,0.2288,0,0,0,0,0,0.0008,0,0,0.0014,0,0,0,0,0.3016,0.0383,0.0016,0.9984,1,0,24,5,20,Medium,201,1.1
2010,434,BEN,"735,000","2,145,000","8,906","3,488","622,000","3,514,394",0,0,0,0,0,"2,304,686","21,029",0,0,0,0,0,"2,325,715",0,0,0,0,0,0,0,0,"2,458",0,0,0,0,"2,495,000","293,352","155,077","8,630,919","8,785,996",0.0837,0.2441,0.001,0.0004,0.0708,0.4,0,0,0,0,0,0.2623,0.0024,0,0,0,0,0,0.2647,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.284,0.0334,0.0177,0.9823,1,0,24,5,20,Medium,202,1.1
1960,435,MAA,29,"5,830",0,0,9,"5,868",0,0,0,0,0,0,0,0,0,0,0,"981,090","981,090",0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,"3,961","987,039","991,000",0,0.0059,0,0,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.004,0.996,1,0,34,10,28,Low,12,1.1
1965,435,MAA,35,"6,220",0,0,2,"6,257",0,0,0,0,0,0,0,0,0,0,0,"1,085,040","1,085,040",0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,"4,609","1,091,391","1,096,000",0,0.0057,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0042,0.9958,1,0,134,9,28,Low,2,1.1
1970,435,MAA,43,"6,630",0,0,1,"6,674",0,0,0,0,0,0,0,0,0,0,0,"1,212,494","1,212,494",0,0,0,0,0,0,0,0,108,0,0,0,0,"1,077",646,1,"1,220,999","1,221,000",0,0.0054,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0.993,0.993,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0009,0.0005,0,1,1,0,24,4,7,Medium,7,1.1
1975,435,MAA,51,"6,315",0,0,750,"7,116",0,0,0,0,0,0,0,0,0,0,0,"1,343,580","1,343,580",0,0,0,0,0,0,0,0,124,0,0,0,0,"13,710",723,"5,747","1,365,253","1,371,000",0,0.0046,0,0,0.0005,0.0052,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.01,0.0005,0.0042,0.9958,1,0,34,9,28,Low,2,1.1
1980,435,MAA,60,"6,000",0,0,"1,500","7,560",0,0,0,0,0,0,0,0,0,0,0,"1,519,980","1,519,980",0,0,0,0,0,0,0,0,140,0,0,0,0,"15,510",800,"7,010","1,543,990","1,551,000",0,0.0039,0,0,0.001,0.0049,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.01,0.0005,0.0045,0.9955,1,0,134,4,10,Medium,7,1.1
1985,435,MAA,230,"5,500",0,0,"2,515","8,245",0,0,0,0,0,0,0,0,0,0,0,"1,730,680","1,730,680",0,0,0,0,0,0,0,0,145,0,0,0,0,"17,660","1,500","7,770","1,758,230","1,766,000",0.0001,0.0031,0,0,0.0014,0.0047,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.01,0.0008,0.0044,0.9956,1,0,34,2,10,Medium,13,1.1
1990,435,MAA,400,"5,000",0,0,"3,530","8,930",0,0,0,0,0,0,0,0,0,0,0,"1,972,970","1,972,970",0,0,0,0,0,0,0,0,150,0,0,0,0,"11,000","2,200","7,750","1,995,250","2,003,000",0.0002,0.0025,0,0,0.0018,0.0045,0,0,0,0,0,0,0,0,0,0,0,0.985,0.985,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0055,0.0011,0.0039,0.9961,1,0,134,4,10,Medium,7,1.1
1995,435,MAA,477,"4,769",0,0,"2,842","8,088",0,0,0,0,0,0,0,0,0,0,0,"2,261,160","2,261,160",0,0,0,0,0,0,0,0,208,0,0,0,0,"12,042","2,415",87,"2,283,913","2,284,000",0.0002,0.0021,0,0,0.0012,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0053,0.0011,0,1,1,0,34,5,24,Medium,1,1.1
